"variable","code","term_type","OR","OR_low","OR_high","estimate","std_err","p_value","direction","category"
"R0040_I","R0040","applicability_indicator",0.0650075322740439,0.0261621188853478,0.161530465895392,-2.73325213466106,0.464391504663,3.96460197341184e-09,"lower availability","C2.1.1"
"R0078_I","R0078","applicability_indicator",2.98482208691603,0.808596549023512,11.0180570289358,1.09354014269508,0.666336393230946,0.100771834797461,"higher availability","C2.2.1"
"R0295_I","R0295","applicability_indicator",0.404668589120561,0.023027508537374,7.11134974741388,-0.904686845332298,1.46246509202842,0.536177225769145,"lower availability","C4.3"
"R0018_I","R0018","applicability_indicator",1.84397260322673,0.89101345013401,3.8161432478257,0.611922267771719,0.371087443231173,0.0991481459975746,"higher availability","C1.2"
"R0279_I","R0279","applicability_indicator",0.557637234860118,0.348912636550566,0.891223914320378,-0.584046644756488,0.239232492090827,0.0146330754394152,"lower availability","C4.3"
"R0232_score","R0232","requirement_score",0.574068408194254,0.413018905523038,0.797916349299663,-0.555006711724938,0.167990433424361,0.000953840199049983,"lower availability","C4.1"
"R0212_I","R0212","applicability_indicator",1.71927967817613,0.93631665699903,3.15696894815841,0.54190541134954,0.310060270036316,0.0805086819303507,"higher availability","C3.2"
"R0368_I","R0368","applicability_indicator",0.585045075238501,0.383550262906852,0.892393443995495,-0.536066383028864,0.215421417649547,0.012829967497987,"lower availability","C6.2"
"TargetPopulation_log","TargetPopulation_log","target_population",0.58627787019821,0.454841443206201,0.755695740170984,-0.533961420567901,0.129515123067314,3.74338953578452e-05,"lower availability",NA
"R0081_score","R0081","requirement_score",0.620947535036413,0.277614706677635,1.38888838376825,-0.476508685261144,0.410728153627357,0.245985343700183,"lower availability","C2.2.1"
"R0130_score","R0130","requirement_score",1.48064303966712,1.07565556263109,2.03810949069257,0.392476479675765,0.163036760257573,0.0160714785699641,"higher availability","C2.3"
"R0102_score","R0102","requirement_score",1.46509245179418,0.865495401964666,2.48007775365619,0.381918347504613,0.268561855530755,0.155000970223679,"higher availability","C2.3"
"R0316_I","R0316","applicability_indicator",1.4596166760327,0.972208875701306,2.19138180508372,0.37817385058525,0.20732955232931,0.0681486107907161,"higher availability","C5.3"
"R0124_score","R0124","requirement_score",0.73878811273115,0.39546831960964,1.3801557506594,-0.302744120755163,0.318853040811907,0.342377279777962,"lower availability","C2.3"
"R0235_I","R0235","applicability_indicator",0.738881333223566,0.46539602888698,1.17307753117682,-0.302617948433207,0.235845462493879,0.199450158772446,"lower availability","C4.1"
"R0212_score","R0212","requirement_score",0.742841194406318,0.529729227124683,1.0416888701841,-0.297272992766813,0.172511487508776,0.0848511088993537,"lower availability","C3.2"
"R0282_I","R0282","applicability_indicator",1.33669216119475,0.875182718119087,2.04156903102418,0.290198025681507,0.216085919302185,0.179280011835526,"higher availability","C4.3"
"R0186_score","R0186","requirement_score",1.3235256060673,0.927756971724695,1.88812381184198,0.280299089734204,0.181270960562294,0.122032393768653,"higher availability","C3.2"
"R0252_score","R0252","requirement_score",1.31411801511643,0.946114592446533,1.82526109568607,0.273165729664443,0.167634362599516,0.103200229955275,"higher availability","C4.2"
"R0004_score","R0004","requirement_score",1.30318377682351,0.971869147002413,1.74744507675143,0.264810329504691,0.149668278513363,0.0768413223594888,"higher availability","C1.1"
"R0109_I","R0109","applicability_indicator",1.26816996615037,0.767538572912919,2.09534102884534,0.237574889737456,0.256199316219562,0.353768233870802,"higher availability","C2.3"
"R0400_I","R0400","applicability_indicator",0.796233453679246,0.56004116889759,1.13203769288238,-0.227862852620317,0.17953499769477,0.204375632730036,"lower availability","C6.2"
"R0156_score","R0156","requirement_score",1.22736730340595,0.858048522976679,1.75564721240238,0.204871471711363,0.182639120944236,0.26197797752319,"higher availability","C3.2"
"R0306_score","R0306","requirement_score",1.2123540141201,1.05057534166668,1.39904507298005,0.192563935855057,0.0730758210036798,0.00841062593182242,"higher availability","C5.3"
"R0062_score","R0062","requirement_score",0.83198264375819,0.627696827776872,1.10275389150273,-0.183943699246079,0.143754829360486,0.200698040889731,"lower availability","C2.1.1"
"R0005_I","R0005","applicability_indicator",0.837549985122137,0.596362091211928,1.1762819735113,-0.177274333335993,0.173285290007534,0.306298346131235,"lower availability","C1.1"
"R0316_score","R0316","requirement_score",1.15761447162128,1.06238346667206,1.26138188982253,0.14636139765755,0.0438000192654935,0.000833021210239271,"higher availability","C5.3"
"R0065_score","R0065","requirement_score",0.866100651418637,0.597444188823133,1.25556554473384,-0.143754151516756,0.189462795632458,0.448004472344322,"lower availability","C2.1.1"
"R0112_score","R0112","requirement_score",1.13248606802304,0.982938245778039,1.30478664328614,0.124415276332976,0.0722586029426089,0.0851047169093539,"higher availability","C2.3"
"R0322_score","R0322","requirement_score",0.885400989448095,0.810384032799196,0.967362238626332,-0.121714641169366,0.0451704156987113,0.00704804845450197,"lower availability","C5.3"
"R0211_score","R0211","requirement_score",1.12769040209988,1.00630441943325,1.26371863069467,0.120171649179608,0.0581066899010875,0.0386286730651405,"higher availability","C3.2"
"R0120_score","R0120","requirement_score",1.11799819077955,0.986526898491859,1.26699024273657,0.111539756466441,0.0638299707308951,0.080559109571429,"higher availability","C2.3"
"R0374_score","R0374","requirement_score",0.898308218106017,0.819364863853344,0.984857528454189,-0.107242042279398,0.0469313485197199,0.0223079419216857,"lower availability","C6.2"
"R0356_score","R0356","requirement_score",0.907352858808953,0.835861544016636,0.984958832335507,-0.097223865042584,0.041872418280755,0.0202379387631177,"lower availability","C6.1"
"R0002_score","R0002","requirement_score",0.908267069796749,0.552774713589826,1.49237844965772,-0.0962168138964105,0.253365847544253,0.704127680290367,"lower availability","C1.1"
"R0115_score","R0115","requirement_score",0.916670838278281,0.828629023331232,1.01406709406788,-0.0870068261509513,0.0515192613982915,0.0912536801453899,"lower availability","C2.3"
"R0309_score","R0309","requirement_score",1.08964849096689,1.00177173730826,1.18523391072777,0.0858551588799936,0.0429012930391238,0.045368100972536,"higher availability","C5.3"
"R0208_score","R0208","requirement_score",1.08959302966532,0.992210883940113,1.19653290395362,0.0858042592426125,0.0477681578101579,0.0724524172125756,"higher availability","C3.2"
"R0187_score","R0187","requirement_score",0.925437870843832,0.867775525351779,0.986931790274659,-0.0774882795905603,0.0328240365793666,0.0182396160793986,"lower availability","C3.2"
"R0037_score","R0037","requirement_score",1.07575634899308,0.993148231111329,1.1652356477582,0.0730239946416097,0.0407657208529011,0.0732437542038984,"higher availability","C1.2"
"R0136_score","R0136","requirement_score",1.07459011870042,0.968655476594964,1.19211004439656,0.0719393039422076,0.052952799328498,0.17428756125002,"higher availability","C3.1"
"R0269_score","R0269","requirement_score",1.06644659613179,1.00427016390225,1.13247249921466,0.0643321837250286,0.0306490892561536,0.0358176330810863,"higher availability","C4.3"
"R0238_score","R0238","requirement_score",1.06336704630992,0.986431797599951,1.14630274280397,0.0614403326197019,0.038317757292471,0.108836924792084,"higher availability","C4.1"
"R0096_score","R0096","requirement_score",0.941164437934075,0.85281950800701,1.03866115973567,-0.0606374065932047,0.0502917118751938,0.227927896221137,"lower availability","C2.2.2"
"R0194_score","R0194","requirement_score",0.941364522513045,0.845429998891393,1.04818514295475,-0.0604248366047195,0.054840329145368,0.270534659705879,"lower availability","C3.2"
"R0358_score","R0358","requirement_score",1.06190460552808,1.00205684439149,1.12532676918796,0.0600640934820897,0.0295971568643601,0.0424188603009038,"higher availability","C6.1"
"R0239_score","R0239","requirement_score",0.943550528147102,0.876268280258744,1.0159988889519,-0.0581053616624992,0.0377443758407996,0.123695882780755,"lower availability","C4.1"
"R0017_score","R0017","requirement_score",1.05699657946343,0.983632804944079,1.13583215543621,0.0554314708028571,0.0367017397518694,0.130961101325008,"higher availability","C1.2"
